trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1384,False,"{'a': 0.003, 'e': 0.015780188786175646}",30,13,30.178200649279983,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.003, 'e': 0.015732919159709032}",25,15,16.725437166779315,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.003, 'e': 0.015685791129621054}",30,13,30.60274872930866,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'a': 0.003, 'e': 0.015638804271759118}",20,12,16.015734989734412,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1388,False,"{'a': 0.003, 'e': 0.015591958163241193}",30,7,34.33389688337506,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1389,False,"{'a': 0.003, 'e': 0.015545252382451996}",35,18,19.01141872228302,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1390,False,"{'a': 0.003, 'e': 0.015498686509039157}",20,11,12.231509540414788,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1391,False,"{'a': 0.003, 'e': 0.015452260123909515}",25,15,20.80112171836863,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1392,False,"{'a': 0.003, 'e': 0.015405972809225293}",20,0,9.47620583781471,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1393,False,"{'a': 0.003, 'e': 0.015359824148400343}",25,7,10.900769218875816,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
1394,False,"{'a': 0.003, 'e': 0.015313813726096408}",20,10,17.886614466552704,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1395,False,"{'a': 0.003, 'e': 0.015267941128219376}",25,14,22.12294535469305,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1396,False,"{'a': 0.003, 'e': 0.015222205941915557}",25,9,30.596948592751136,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1397,False,"{'a': 0.003, 'e': 0.015176607755567978}",30,16,27.222116065966464,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1398,False,"{'a': 0.003, 'e': 0.015131146158792626}",25,20,8.996755709037068,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1399,False,"{'a': 0.003, 'e': 0.01508582074243484}",20,8,20.481278738103576,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1400,False,"{'a': 0.003, 'e': 0.015040631098565566}",20,0,32.721142398833955,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1401,False,"{'a': 0.003, 'e': 0.014995576820477703}",20,12,18.542163277879354,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1402,False,"{'a': 0.003, 'e': 0.014950657502682445}",25,15,17.058408512901924,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1403,False,"{'a': 0.003, 'e': 0.014905872740905627}",20,14,12.959894833971585,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1404,False,"{'a': 0.003, 'e': 0.014861222132084092}",20,2,24.79804671259385,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1405,False,"{'a': 0.003, 'e': 0.014816705274362072}",25,8,28.929474972924723,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1406,False,"{'a': 0.003, 'e': 0.014772321767087523}",25,11,26.013656054164894,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1407,False,"{'a': 0.003, 'e': 0.01472807121080859}",30,19,22.045974960949394,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1408,False,"{'a': 0.003, 'e': 0.014683953207269966}",25,14,19.409701311396827,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1409,False,"{'a': 0.003, 'e': 0.014639967359409327}",25,6,30.601027420112146,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1410,False,"{'a': 0.003, 'e': 0.014596113271353742}",20,6,29.325067092516864,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1411,False,"{'a': 0.003, 'e': 0.014552390548416123}",30,14,24.885572710432278,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1412,False,"{'a': 0.003, 'e': 0.01450879879709168}",25,3,29.250413529781763,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1413,False,"{'a': 0.003, 'e': 0.014465337625054335}",30,15,29.54371270331528,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1414,False,"{'a': 0.003, 'e': 0.014422006641153255}",30,13,29.01416920551293,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1415,False,"{'a': 0.003, 'e': 0.014378805455409293}",25,20,10.691468517033998,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1416,False,"{'a': 0.003, 'e': 0.01433573367901149}",25,14,19.324756519440708,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1417,False,"{'a': 0.003, 'e': 0.014292790924313561}",20,0,31.851873519875674,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1418,False,"{'a': 0.003, 'e': 0.014249976804830427}",25,13,23.10061793744899,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1419,False,"{'a': 0.003, 'e': 0.014207290935234726}",20,6,26.279128141176678,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1420,False,"{'a': 0.003, 'e': 0.014164732931353353}",25,13,21.87097859550297,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1421,False,"{'a': 0.003, 'e': 0.014122302410163962}",35,18,33.89171195318847,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1422,False,"{'a': 0.003, 'e': 0.014079998989791587}",20,0,32.117796963374545,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1423,False,"{'a': 0.003, 'e': 0.014037822289505161}",25,11,28.53167703474918,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1424,False,"{'a': 0.003, 'e': 0.013995771929714095}",30,9,37.869413600504345,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1425,False,"{'a': 0.003, 'e': 0.013953847531964868}",25,19,13.845880398198881,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1426,False,"{'a': 0.003, 'e': 0.01391204871893762}",30,21,14.839487949862976,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1427,False,"{'a': 0.003, 'e': 0.013870375114442744}",25,0,38.33425512494202,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1428,False,"{'a': 0.003, 'e': 0.01382882634341754}",20,6,25.540805627219928,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1429,False,"{'a': 0.003, 'e': 0.013787402031922757}",20,15,8.751978701336174,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1430,False,"{'a': 0.003, 'e': 0.013746101807139326}",25,8,31.862060998249007,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1431,False,"{'a': 0.003, 'e': 0.013704925297364945}",25,16,18.938925474292066,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1432,False,"{'a': 0.003, 'e': 0.01366387213201075}",20,13,13.587524635449483,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1433,False,"{'a': 0.003, 'e': 0.013622941941597973}",25,0,34.05722780998597,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1434,False,"{'a': 0.003, 'e': 0.013582134357754625}",20,14,11.779540095281538,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1435,False,"{'a': 0.003, 'e': 0.013541449013212178}",25,8,27.609113491350257,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1436,False,"{'a': 0.003, 'e': 0.013500885541802265}",25,9,28.355475812176714,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1437,False,"{'a': 0.003, 'e': 0.013460443578453348}",25,11,28.880050026249695,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1438,False,"{'a': 0.003, 'e': 0.013420122759187495}",20,9,24.469805964139493,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1439,False,"{'a': 0.003, 'e': 0.01337992272111706}",30,13,30.4980138084988,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1440,False,"{'a': 0.003, 'e': 0.013339843102441431}",35,21,26.227980615803748,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1441,False,"{'a': 0.003, 'e': 0.013299883542443767}",25,20,8.994176830320166,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1442,False,"{'a': 0.003, 'e': 0.01326004368148776}",20,10,16.963277540812847,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1443,False,"{'a': 0.003, 'e': 0.013220323161014392}",25,12,25.140471092917167,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1444,False,"{'a': 0.003, 'e': 0.01318072162353872}",20,12,12.897409784638997,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1445,False,"{'a': 0.003, 'e': 0.01314123871264662}",25,8,26.188659992415463,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1446,False,"{'a': 0.003, 'e': 0.013101874072991637}",20,14,7.9991902032148925,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1447,False,"{'a': 0.003, 'e': 0.013062627350291747}",25,11,26.33290704265663,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1448,False,"{'a': 0.003, 'e': 0.013023498191326184}",25,6,21.880058019181426,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1449,False,"{'a': 0.003, 'e': 0.012984486243932251}",20,2,29.762980813887065,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1450,False,"{'a': 0.003, 'e': 0.012945591157002159}",20,16,7.916500377941248,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1451,False,"{'a': 0.003, 'e': 0.012906812580479862}",30,15,24.175947927641097,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1452,False,"{'a': 0.003, 'e': 0.012868150165357922}",20,16,8.055853519164323,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1453,False,"{'a': 0.003, 'e': 0.01282960356367432}",25,2,37.80110753981805,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1454,False,"{'a': 0.003, 'e': 0.01279117242850939}",30,12,33.44722699083795,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1455,False,"{'a': 0.003, 'e': 0.012752856413982657}",25,18,12.214911750546355,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1456,False,"{'a': 0.003, 'e': 0.012714655175249731}",25,0,35.849596113793,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1457,False,"{'a': 0.003, 'e': 0.012676568368499208}",25,13,20.974746950218808,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1458,False,"{'a': 0.003, 'e': 0.012638595650949566}",20,0,32.139035406417385,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1459,False,"{'a': 0.003, 'e': 0.012600736680846106}",30,16,-1.5802429798452102,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1460,False,"{'a': 0.003, 'e': 0.012562991117457817}",20,14,9.636612471371178,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1461,False,"{'a': 0.003, 'e': 0.012525358621074385}",20,9,19.224048776886235,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1462,False,"{'a': 0.003, 'e': 0.01248783885300309}",35,17,22.28733882967659,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1463,False,"{'a': 0.003, 'e': 0.012450431475565764}",25,17,14.37347793166768,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1464,False,"{'a': 0.003, 'e': 0.012413136152095758}",30,20,15.818507958403643,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1465,False,"{'a': 0.003, 'e': 0.012375952546934911}",20,7,19.831575748463965,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1466,False,"{'a': 0.003, 'e': 0.012338880325430523}",20,15,9.835296965900481,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1467,False,"{'a': 0.003, 'e': 0.012301919153932363}",20,3,26.706035560459565,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1468,False,"{'a': 0.003, 'e': 0.012265068699789616}",35,21,15.730823101394055,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1469,False,"{'a': 0.003, 'e': 0.012228328631347955}",25,0,30.794239230340644,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1470,False,"{'a': 0.003, 'e': 0.012191698617946518}",30,18,24.82882369601199,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1471,False,"{'a': 0.003, 'e': 0.012155178329914935}",25,20,9.692819920265421,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1472,False,"{'a': 0.003, 'e': 0.01211876743857037}",25,13,22.638470908905582,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1473,False,"{'a': 0.003, 'e': 0.012082465616214554}",20,0,30.96720050545826,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1474,False,"{'a': 0.003, 'e': 0.012046272536130841}",20,12,17.43718118380301,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1475,False,"{'a': 0.003, 'e': 0.012010187872581275}",25,11,28.492307724974808,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1476,False,"{'a': 0.003, 'e': 0.011974211300803622}",20,8,20.5569439140398,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1477,False,"{'a': 0.003, 'e': 0.011938342497008501}",30,10,29.583978576348997,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1478,False,"{'a': 0.003, 'e': 0.011902581138376438}",25,11,25.58444314003007,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1479,False,"{'a': 0.003, 'e': 0.01186692690305496}",20,0,33.23215489013677,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1480,False,"{'a': 0.003, 'e': 0.011831379470155714}",35,17,33.54032414997579,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1481,False,"{'a': 0.003, 'e': 0.011795938519751562}",30,0,53.944320031379895,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1482,False,"{'a': 0.003, 'e': 0.011760603732873708}",25,13,16.783898110020612,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1483,False,"{'a': 0.003, 'e': 0.011725374791508845}",25,12,25.992278198902152,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1484,False,"{'a': 0.003, 'e': 0.011690251378596242}",30,8,34.54706899972132,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1485,False,"{'a': 0.003, 'e': 0.011655233178024955}",20,2,29.224741320732086,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1486,False,"{'a': 0.003, 'e': 0.011620319874630945}",30,15,28.72269675948638,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1487,False,"{'a': 0.003, 'e': 0.011585511154194242}",30,10,33.309346455845514,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1488,False,"{'a': 0.003, 'e': 0.011550806703436129}",25,14,20.62724442158836,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1489,False,"{'a': 0.003, 'e': 0.011516206210016314}",20,11,19.262477053822963,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1490,False,"{'a': 0.003, 'e': 0.011481709362530125}",20,7,19.559905778730304,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1491,False,"{'a': 0.003, 'e': 0.01144731585050571}",25,14,16.56126479845571,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1492,False,"{'a': 0.003, 'e': 0.011413025364401209}",25,15,19.360689117414655,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1493,False,"{'a': 0.003, 'e': 0.011378837595602027}",30,7,39.86046975827757,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1494,False,"{'a': 0.003, 'e': 0.011344752236418012}",20,2,30.037876960805594,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1495,False,"{'a': 0.003, 'e': 0.0113107689800807}",25,11,23.982154484417908,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1496,False,"{'a': 0.003, 'e': 0.011276887520740558}",20,9,22.622088257955006,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1497,False,"{'a': 0.003, 'e': 0.011243107553464221}",30,15,25.137267382838594,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1498,False,"{'a': 0.003, 'e': 0.011209428774231766}",20,2,26.356732498866354,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1499,False,"{'a': 0.003, 'e': 0.011175850879933932}",25,20,9.252512343758685,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1500,False,"{'a': 0.003, 'e': 0.011142373568369456}",30,22,14.519397383664419,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1501,False,"{'a': 0.003, 'e': 0.011108996538242306}",25,11,25.597917779756152,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1502,False,"{'a': 0.003, 'e': 0.011075719489158987}",20,13,12.87924625644047,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1503,False,"{'a': 0.003, 'e': 0.01104254212162583}",25,16,6.712969378987786,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1504,False,"{'a': 0.003, 'e': 0.011009464137046305}",25,20,10.513718095698778,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1505,False,"{'a': 0.003, 'e': 0.010976485237718327}",25,15,19.965264478165977,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1506,False,"{'a': 0.003, 'e': 0.01094360512683159}",30,21,16.5783613376971,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1507,False,"{'a': 0.003, 'e': 0.010910823508464855}",20,11,17.682083575768587,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1508,False,"{'a': 0.003, 'e': 0.010878140087583343}",20,9,18.513286907702422,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1509,False,"{'a': 0.003, 'e': 0.010845554570036048}",20,9,16.023986921741777,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1510,False,"{'a': 0.003, 'e': 0.01081306666255309}",20,12,14.680511256296002,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1511,False,"{'a': 0.003, 'e': 0.010780676072743084}",20,6,27.0545459364364,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1512,False,"{'a': 0.003, 'e': 0.0107483825090905}",20,14,10.410493233798736,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1513,False,"{'a': 0.003, 'e': 0.01071618568095305}",25,12,24.593797082261126,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1514,False,"{'a': 0.003, 'e': 0.010684085298559074}",20,9,13.800058125154541,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1515,False,"{'a': 0.003, 'e': 0.010652081073004893}",25,11,27.201703261414988,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1516,False,"{'a': 0.003, 'e': 0.01062017271625227}",20,10,15.90199031778915,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1517,False,"{'a': 0.003, 'e': 0.01058835994112578}",30,11,32.3270984930596,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1518,False,"{'a': 0.003, 'e': 0.010556642461310231}",25,20,8.739182017519191,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1519,False,"{'a': 0.003, 'e': 0.01052501999134809}",25,19,11.84980643711073,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1520,False,"{'a': 0.003, 'e': 0.010493492246636918}",25,1,27.876442457426588,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1521,False,"{'a': 0.003, 'e': 0.010462058943426795}",20,0,33.84938542468529,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1522,False,"{'a': 0.003, 'e': 0.01043071979881779}",20,16,6.532546516387521,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1523,False,"{'a': 0.003, 'e': 0.010399474530757374}",25,14,21.238460071200414,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1524,False,"{'a': 0.003, 'e': 0.01036832285803793}",25,18,13.948487536638648,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1525,False,"{'a': 0.003, 'e': 0.010337264500294195}",20,13,12.058666213229184,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1526,False,"{'a': 0.003, 'e': 0.01030629917800074}",25,16,19.797002945129616,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1527,False,"{'a': 0.003, 'e': 0.010275426612469454}",25,8,31.26974243526308,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1528,False,"{'a': 0.003, 'e': 0.010244646525847041}",20,0,29.14115420127365,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1529,False,"{'a': 0.003, 'e': 0.01021395864111251}",35,13,23.339883152878617,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
1530,False,"{'a': 0.003, 'e': 0.010183362682074704}",30,11,31.614384939730865,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1531,False,"{'a': 0.003, 'e': 0.010152858373369763}",25,13,19.09194582227001,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1532,False,"{'a': 0.003, 'e': 0.010122445440458715}",30,20,17.139640201831742,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1533,False,"{'a': 0.003, 'e': 0.01009212360962496}",30,20,19.195753180304763,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1534,False,"{'a': 0.003, 'e': 0.010061892607971811}",20,16,8.49347376516992,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1535,False,"{'a': 0.003, 'e': 0.010031752163420051}",25,17,13.80104258438618,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1536,False,"{'a': 0.003, 'e': 0.010001702004705479}",25,15,21.466590760423383,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1537,False,"{'a': 0.003, 'e': 0.009971741861376457}",20,15,11.36766169753012,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1538,False,"{'a': 0.003, 'e': 0.009941871463791508}",20,0,27.477505865528652,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1539,False,"{'a': 0.003, 'e': 0.009912090543116831}",25,11,26.757808325138026,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1540,False,"{'a': 0.003, 'e': 0.00988239883132395}",20,8,19.95336528433883,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1541,False,"{'a': 0.003, 'e': 0.009852796061187257}",30,20,10.094340630460373,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1542,False,"{'a': 0.003, 'e': 0.00982328196628162}",20,15,2.383742682932927,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1543,False,"{'a': 0.003, 'e': 0.009793856280979988}",30,13,32.4899083707863,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1544,False,"{'a': 0.003, 'e': 0.009764518740450992}",20,9,-21.996581324048954,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1545,False,"{'a': 0.003, 'e': 0.00973526908065658}",25,11,24.937289480213824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1546,False,"{'a': 0.003, 'e': 0.009706107038349598}",25,11,27.571173619141263,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1547,False,"{'a': 0.003, 'e': 0.009677032351071476}",25,14,18.162430969428264,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1548,False,"{'a': 0.003, 'e': 0.009648044757149836}",20,8,18.414584617924046,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1549,False,"{'a': 0.003, 'e': 0.009619143995696133}",20,13,16.18203648055183,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1550,False,"{'a': 0.003, 'e': 0.009590329806603322}",25,19,10.147025022108306,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1551,False,"{'a': 0.003, 'e': 0.009561601930543505}",25,13,22.469312359545555,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1552,False,"{'a': 0.003, 'e': 0.009532960108965602}",30,7,35.21869568989091,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1553,False,"{'a': 0.003, 'e': 0.009504404084093037}",30,5,44.27266875111317,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
1554,False,"{'a': 0.003, 'e': 0.009475933598921375}",20,4,25.89284308325597,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1555,False,"{'a': 0.003, 'e': 0.009447548397216066}",30,17,5.431125694385314,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1556,False,"{'a': 0.003, 'e': 0.009419248223510103}",20,0,30.87438499629621,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1557,False,"{'a': 0.003, 'e': 0.009391032823101731}",20,14,12.201162480030245,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1558,False,"{'a': 0.003, 'e': 0.009362901942052157}",20,5,23.45077049295128,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1559,False,"{'a': 0.003, 'e': 0.009334855327183261}",25,19,11.933878635550089,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1560,False,"{'a': 0.003, 'e': 0.00930689272607532}",20,11,15.760257977775824,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1561,False,"{'a': 0.003, 'e': 0.009279013887064744}",20,7,21.2166701105694,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1562,False,"{'a': 0.003, 'e': 0.009251218559241775}",25,13,21.901222706799732,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1563,False,"{'a': 0.003, 'e': 0.009223506492448286}",20,12,13.85443376857316,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1564,False,"{'a': 0.003, 'e': 0.009195877437275487}",20,5,28.12988952048372,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1565,False,"{'a': 0.003, 'e': 0.009168331145061697}",20,3,31.543663392741422,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1566,False,"{'a': 0.003, 'e': 0.009140867367890097}",25,20,7.247701477244465,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
